,name,age,joining_date,income,job_category,remote,unknown1,city,country,unknown2,gender,phone,email,marital_status,employment_status,job_role,analytics,dashboard,experience,company
824,Cynthia Carter,,,128262,Unknown,Yes,abc,Chrisbury,Western Sahara,,,001-644-345-6834x6535,rachelmejia@francis.com,single,,"Engineer, electrical",Other,PowerBI,4,Smith-Taylor
825,Steven Cohen,64,2022-09-07,139102,Unknown,Yes,001,Lisaport,Samoa,True,F,+1-211-519-7270x91343,,single,unemployed,Dietitian,Python,Other,10,Madden-Alvarez
826,Dustin Nunez,27,,30460,C,Yes,abc,Buchananville,Spain,,F,001-469-637-9201x59560,,,freelancer,Retail merchandiser,Other,R,7,
827,Anthony Mendoza,,2024-11-16,41705,C,,003,Vasquezstad,Nicaragua,True,F,977-459-4788x67523,,,freelancer,Waste management officer,Python,Tableau,9,
828,Jose Adams,,,45485,C,No,,Dalestad,Burkina Faso,,,(812)008-5820x7647,,married,employed,"Engineer, land",SQL,Other,4,
829,Elizabeth Green,55,2024-07-20,138324,Unknown,Yes,abc,Janestad,Vanuatu,False,Other,(477)372-0054x985,,married,,Museum education officer,Other,R,8,Sloan and Sons
830,Amanda Johnson,,2022-10-04,131367,C,No,abc,East Marcus,Ecuador,True,M,(972)425-8134x024,,married,freelancer,Public relations account executive,SQL,Tableau,2,"Richard, Bowen and Baldwin"
831,Shannon Jones,,2023-10-02,98454,Unknown,No,,Bennetthaven,Equatorial Guinea,True,,581.105.6474x3839,jack40@gmail.com,married,freelancer,Mining engineer,Excel,Other,10,
832,Robert Duran,,2024-12-11,145182,Unknown,Yes,001,Fernandezland,Brazil,,,+1-453-386-2040x1343,,married,unemployed,"Engineer, manufacturing systems",Python,Tableau,10,
833,Tiffany Johnson,,,74668,Unknown,Yes,001,Williamsstad,Belgium,False,M,112-531-9440,randy48@hotmail.com,,employed,Clinical cytogeneticist,SQL,Tableau,3,
834,Mrs. Amanda Henderson,,,18391,C,Yes,002,West David,Panama,,M,938.400.7346x70948,,single,,Sub,SQL,PowerBI,8,
835,Jesus Huffman,,,7517,Unknown,Yes,,Matthewfurt,Israel,,F,+1-995-663-6018x8840,,,employed,Medical physicist,Python,Other,9,Wright-Foster
836,Brandon Austin,,2022-12-05,131688,Unknown,Yes,,North Benjamin,Cyprus,,Other,001-737-498-6905x2633,,married,freelancer,"Production designer, theatre/television/film",Python,Other,8,"Trujillo, Welch and Singleton"
837,Wayne King,,2024-06-15,52757,Unknown,Yes,003,New Jimmy,Vanuatu,,,001-009-312-8043x536,fosteredwin@ward-lopez.org,married,employed,Oceanographer,Other,R,1,Anderson PLC
838,Ronald Adams,,,55749,B,No,002,Port Heatherchester,Algeria,,,001-990-534-5791x321,,,,Make,Other,PowerBI,10,Baldwin-Sullivan
839,Donald Jones,57,,89873,C,No,abc,Michellefort,Faroe Islands,False,F,+1-217-761-1039x322,,married,freelancer,Pensions consultant,Other,Other,10,
840,Andrea Webster,,2023-08-08,73905,Unknown,Yes,003,Crystalburgh,Nepal,False,Other,898.693.7165,,,freelancer,Local government officer,Other,R,6,
841,Carla Mills,,2024-08-21,110927,A,Yes,003,Stephaniehaven,Guam,False,,303.679.7516x788,,single,unemployed,Medical technical officer,SQL,R,4,"Hamilton, Young and Nguyen"
842,Dean Fisher,,,90376,Unknown,,,Palmerton,Kiribati,False,F,932.356.3466,,,freelancer,Chartered certified accountant,Excel,PowerBI,3,
843,Nathan Baldwin,,,128174,A,Yes,,Port Jonathanberg,Mozambique,,F,862.504.6647,,,employed,Theatre stage manager,Excel,PowerBI,10,"Sharp, Chung and Hess"
844,Elizabeth Trevino,,2023-01-23,79510,B,No,002,Port Margaret,Bouvet Island (Bouvetoya),True,Other,768.798.4194x484,,,unemployed,Hydrographic surveyor,SQL,Other,4,
845,Jamie Turner,,2024-05-24,90941,Unknown,Yes,,Port Erin,Jersey,,M,890.075.6550x2413,ronald48@hotmail.com,single,freelancer,"Producer, television/film/video",Python,Other,3,
846,John Harper,,2023-10-03,92297,A,Yes,003,North Derrickside,Kenya,True,F,(401)144-7525x007,moorerichard@gmail.com,,,"Administrator, arts",Other,Other,0,
847,John Chapman,,2024-07-03,119611,A,,003,North Lawrenceborough,Nepal,,Other,793.573.2502,,,employed,"Surveyor, quantity",Excel,Other,1,
848,Alexander Robles,,2024-06-07,27997,Unknown,,,Jessetown,Burkina Faso,False,M,(528)924-5491,,,freelancer,Chemical engineer,Other,Other,2,
849,Jacqueline Rivera,39,2023-11-24,94079,Unknown,,,Nortontown,Sierra Leone,,M,924.345.0789x281,,,employed,Textile designer,Other,Other,0,
850,Jill Mercer,,,63429,C,,abc,West Lisamouth,Mayotte,False,,001-171-891-9615x65631,,married,unemployed,Analytical chemist,SQL,Tableau,4,
851,David Tucker,24,,15342,C,,003,Carrollview,American Samoa,True,Other,+1-396-611-6747x37746,,married,unemployed,"Journalist, broadcasting",SQL,R,2,Chapman-Robinson
852,Tracy Kim,35,2023-01-28,12155,C,No,001,Clarktown,Netherlands Antilles,,M,860-480-4868x621,,married,,"Programme researcher, broadcasting/film/video",Excel,Other,7,"Moses, Moore and Owen"
853,Frank Robles,30,,37676,B,No,,Hartland,Western Sahara,True,F,160.874.7160x80309,eyork@yahoo.com,single,,Immigration officer,Other,R,5,"Ray, Watkins and Werner"
854,Anthony Huber,30,2024-08-16,99334,Unknown,Yes,,South Gina,Mongolia,True,,(917)084-3287x6393,humphreyelizabeth@obrien.com,single,,Equality and diversity officer,Other,Other,1,Mcneil-Neal
855,Karen Garcia,,2024-11-11,83825,A,Yes,,Bellstad,Saint Kitts and Nevis,,,(305)248-9734,vincenthenderson@pennington-gibbs.com,,freelancer,"Engineer, agricultural",Excel,Tableau,3,
856,Jessica May,54,2023-04-18,41757,Unknown,Yes,001,Floresville,Kenya,False,Other,001-152-833-4764,,,unemployed,Politician's assistant,Other,Tableau,2,
857,Melissa Bass,,2024-08-11,33676,C,Yes,abc,Thomasborough,Luxembourg,False,Other,692-360-8688x2715,,,freelancer,"Programme researcher, broadcasting/film/video",Other,R,0,
858,Michael Smith,39,,42838,Unknown,Yes,,Port Maria,Malaysia,,,4392433400,,married,unemployed,"Scientist, clinical (histocompatibility and immunogenetics)",Excel,PowerBI,5,
859,Yvette Morrow,,2022-08-19,129699,Unknown,Yes,,South Ashley,Uzbekistan,,F,001-330-103-2899x8525,,single,freelancer,Estate agent,Other,Other,4,
860,Mrs. Amanda Vaughn,,,30270,Unknown,No,,South Joanna,Burundi,False,F,769.339.3032,chapmancraig@yahoo.com,married,unemployed,Information systems manager,SQL,PowerBI,1,
861,Rachel Evans,,,64303,B,No,,Weavermouth,Cote d'Ivoire,,Other,(010)973-4868x23884,,,,Social worker,Other,Other,9,Werner and Sons
862,Nicole Miller,,,43068,A,Yes,,New Robertmouth,Cameroon,True,F,096-854-5710,hornecourtney@hotmail.com,single,unemployed,Geophysical data processor,Excel,Tableau,2,"Reed, Mays and Buchanan"
863,Jermaine Davenport,38,,95151,A,,abc,East Tonymouth,Brunei Darussalam,,F,+1-735-117-1260,,,,Ranger/warden,Other,PowerBI,4,
864,Kayla Bell,,2023-08-19,53842,B,No,abc,New Michael,Costa Rica,,M,(410)122-6088,,,,Rural practice surveyor,Python,PowerBI,5,"Walker, Potter and Smith"
865,Elizabeth Martinez,59,,64539,Unknown,Yes,001,Lake Jessica,Cyprus,,F,001-022-664-1381x96725,,,,"Psychologist, occupational",Other,Other,1,
866,David White,,,63158,A,No,,Ayalamouth,Austria,,,001-862-257-5612x0825,,married,,Textile designer,Other,Other,0,
867,Bradley Eaton,,2022-07-22,144164,C,No,002,Brownfurt,Honduras,True,F,001-158-933-6699x57850,,married,unemployed,Historic buildings inspector/conservation officer,Other,Other,6,
868,Jerome Adams,35,,141773,Unknown,No,abc,East Rachel,Kazakhstan,,F,+1-599-912-4084x85726,,,employed,Acupuncturist,Excel,R,8,
869,Nicholas Huff,37,,22515,A,Yes,002,Kristinefort,Marshall Islands,False,,805.719.3319,michael11@smith-marks.biz,married,,Transport planner,SQL,Other,6,
870,Elizabeth Shepherd,30,2023-06-07,77408,C,Yes,001,Karinaburgh,Sweden,False,F,050-688-6469x555,,married,freelancer,Chartered accountant,Python,PowerBI,10,
871,Brianna Alexander,,,128498,A,No,003,Murphyhaven,Afghanistan,True,,(270)213-1790,,,unemployed,Glass blower/designer,Excel,R,4,
872,Lynn Zhang,,2023-08-21,116649,C,No,003,Scottchester,Northern Mariana Islands,False,,001-330-337-2498x96486,jamieromero@gmail.com,single,,"Psychologist, clinical",Other,R,3,
873,Julie Ferguson,,,32574,B,Yes,003,Port Bethside,Saint Kitts and Nevis,,,001-510-321-3352x7957,,,freelancer,"Editor, magazine features",Excel,PowerBI,1,
874,Trevor Mays,49,,118709,B,Yes,,Boothshire,Somalia,,,6160634481,,,,Broadcast journalist,Other,Other,0,
875,Timothy Williams,,2023-04-12,35794,A,No,,Turnerhaven,Micronesia,,,001-774-426-8309,,single,freelancer,Pension scheme manager,Other,Other,9,
876,Lisa Powell,,,11721,A,,002,Shelbytown,India,True,Other,324-307-8845x874,newmandaniel@hotmail.com,,,Call centre manager,Excel,Other,4,Oneal-Reed
877,Claire Zamora,,2024-03-14,70195,B,No,001,Vincentville,Greece,,,596-977-7086,,,unemployed,Product manager,SQL,Other,8,
878,Karen Peterson,,,50103,Unknown,Yes,003,Lisafurt,Tunisia,,,(148)614-7777x2905,,married,freelancer,Photographer,Python,PowerBI,1,
879,Katherine Hughes,,,53809,Unknown,No,003,Port Sandra,Martinique,,Other,001-805-118-7818x115,,,freelancer,Games developer,SQL,Tableau,5,
880,Mr. Timothy Jones,25,,137676,Unknown,Yes,,Tarahaven,Bahrain,False,,030.096.4964,,single,unemployed,"Accountant, chartered management",Excel,PowerBI,9,
881,Donna Garcia,,2023-11-05,144677,C,Yes,002,Joshuaview,Serbia,,M,(101)764-4477x91554,,,,"Education officer, environmental",Other,PowerBI,5,
882,Allen Vazquez,46,2023-11-20,76771,A,No,002,North Jamesmouth,Burundi,False,F,+1-613-994-5818x32356,wilsonmichelle@taylor-allen.info,,unemployed,"Scientist, water quality",SQL,PowerBI,4,
883,Jennifer Sanchez,,,113665,Unknown,,,East Brad,Mali,False,,001-732-214-7143x779,corey32@yahoo.com,,,"Programmer, applications",Other,R,5,"Sullivan, Brown and Snyder"
884,James Glenn,,2024-01-15,66526,C,,003,Jenniferchester,Saint Pierre and Miquelon,True,F,001-512-000-5082x99195,,married,,Licensed conveyancer,Other,Tableau,1,
885,Crystal Harmon,,,64722,C,,002,East Cameron,Pitcairn Islands,,Other,+1-394-695-0004,,single,,Chief of Staff,Other,Other,7,
886,Jill Yoder,45,2025-01-23,122563,Unknown,Yes,003,Kennethtown,Pitcairn Islands,,F,+1-508-039-8907,james55@davis.com,,employed,Housing manager/officer,Python,Other,4,
887,Thomas Vargas,,,39958,Unknown,No,,Port Hailey,Aruba,,Other,919.251.9258x4402,,,freelancer,"Administrator, education",SQL,Other,8,Morales-Adams
888,Eric Kelley,,,6776,A,No,,New Anthony,Senegal,True,M,(127)773-4002x1085,,single,,"Engineer, chemical",Other,Tableau,3,
889,Audrey Wilson,56,2023-04-01,134754,B,No,001,Mcknightfort,Anguilla,True,,+1-231-748-0148x676,,,,Medical sales representative,Other,Other,2,Rios-Miles
890,Timothy Munoz,29,2022-11-22,117816,B,No,001,Meganville,Saint Kitts and Nevis,False,Other,959.242.7526x92458,,married,unemployed,"Pilot, airline",Python,PowerBI,5,Scott Group
891,Edward Fletcher,,2023-03-10,20964,Unknown,Yes,,South Christopherport,Chile,,M,675.129.0032x721,reynoldsapril@mclean.info,single,,"Designer, fashion/clothing",Excel,PowerBI,5,Cardenas Inc
892,Curtis Meza,37,,23189,C,No,,Stephenport,Turkmenistan,,F,512-588-4034x7390,,married,freelancer,TEFL teacher,Excel,Tableau,9,Mueller LLC
893,Tony Hebert,54,,51528,Unknown,No,abc,Codyville,Armenia,True,,401.811.8216,juannguyen@hotmail.com,single,freelancer,Ophthalmologist,Python,PowerBI,5,
894,Emma Vasquez,,,31141,Unknown,No,,Stonefort,Reunion,False,,001-559-139-3770x8811,,,,"Runner, broadcasting/film/video",Other,Other,1,
895,Gabriella Richards,53,2023-06-01,42062,A,No,002,Danielleville,Serbia,,M,289.995.2498x6141,,single,,Gaffer,Other,PowerBI,8,
896,Charles Spence,,2023-07-08,144441,Unknown,Yes,,North Cameron,Norfolk Island,False,Other,001-185-782-8878x778,,married,,Trading standards officer,SQL,R,10,"Brandt, May and Walsh"
897,Adam Davis,,,11247,Unknown,Yes,003,New Deborah,Congo,,,+1-916-669-0607x172,,,,Chief Operating Officer,Python,PowerBI,8,
898,Stefanie Odonnell,30,2023-12-20,147288,C,No,,North Jeremiah,Mayotte,True,,001-599-748-2296x61119,bhuynh@smith.info,single,freelancer,Estate manager/land agent,Other,Tableau,5,
899,Mrs. Megan Simmons,,,142359,C,,003,Caseyland,Kenya,True,F,793-114-9693x4560,patrickreed@gmail.com,,unemployed,"Chemist, analytical",SQL,R,1,
900,Thomas Smith,,2024-09-16,9087,A,Yes,002,Robertstad,Senegal,True,Other,353-407-7503,sean99@hotmail.com,married,freelancer,Passenger transport manager,SQL,Other,3,"Morse, Benton and Sims"
901,Nicholas Thornton,43,2022-12-21,69532,B,Yes,,Willisville,Uzbekistan,,F,569-082-2011x7231,,,,Charity officer,Excel,Other,6,Hale-Baker
902,Richard Nelson,35,,7734,Unknown,Yes,,Sandrahaven,Saint Pierre and Miquelon,,F,001-697-279-9734x5302,,married,employed,Commissioning editor,Excel,PowerBI,2,Leblanc-Riley
903,Casey Castro,22,,72239,Unknown,Yes,,Pereztown,Guernsey,,Other,001-165-630-6229x437,,,employed,Data processing manager,Excel,Other,3,
904,Marcia Miller,,2023-05-05,14357,Unknown,No,001,Jocelynton,Brunei Darussalam,True,F,(336)900-5192x4371,weberricardo@marshall.com,,unemployed,Land/geomatics surveyor,Excel,PowerBI,3,Anderson Ltd
905,Anna Baker DVM,,,120873,A,,002,North Troytown,Vietnam,False,Other,221-550-2269x2534,gardnerjennifer@taylor.net,single,unemployed,Museum/gallery exhibitions officer,Python,R,2,"Perez, Murphy and Harris"
906,Nicole Clark,47,2022-02-08,45133,B,,001,Toddview,United States of America,False,F,2679321072,,married,freelancer,"Engineer, electrical",Other,PowerBI,7,
907,Kim Schmidt,,,47230,C,,003,Lake Jessicatown,Angola,True,M,9597294277,,single,,Games developer,Other,Other,0,
908,David Reynolds,64,2025-05-08,42614,B,No,001,Jaymouth,Cape Verde,,M,001-884-863-6732x8650,,single,,Firefighter,Other,PowerBI,3,
909,Felicia Goodman,,,129892,Unknown,Yes,,Baileyshire,Comoros,,,626-559-6083x7098,,married,,"Engineer, maintenance (IT)",Other,R,5,
910,David Maxwell,,2024-08-01,99407,A,No,003,East William,Holy See (Vatican City State),False,,(880)464-2910,,married,freelancer,Forensic psychologist,Excel,Other,4,
911,Felicia Sandoval,,,146950,A,Yes,002,West Craigstad,Monaco,,F,361-432-5246x8492,,,,Animal nutritionist,Other,Other,7,"Carpenter, Davis and Mcclain"
912,David Meyer,,2023-01-14,109564,C,,002,Kramerville,South Africa,False,F,658.615.4185,,married,,Logistics and distribution manager,SQL,Other,5,Moore-Little
913,Ronald Taylor,,2024-04-14,60971,Unknown,No,abc,North April,French Polynesia,True,,837-871-7751,,,freelancer,Secretary/administrator,Other,Other,0,
914,Stephen Hartman,,,105739,Unknown,Yes,002,Castroton,Macedonia,,M,164.513.8406x2792,,married,,Site engineer,Other,Tableau,4,
915,Emma Kim,,2023-08-27,56854,C,Yes,003,Murrayburgh,Vietnam,,F,+1-675-082-6402x274,,married,,Immunologist,Python,Other,9,
916,Angela Ray,,2024-07-24,22133,B,Yes,001,Robertsburgh,Costa Rica,True,Other,8716562766,salazarteresa@bennett.com,,freelancer,Insurance risk surveyor,SQL,Tableau,3,Sutton Inc
917,Kimberly Barry,,,122077,Unknown,No,,West Kimberly,Iraq,False,Other,+1-162-531-3099x3113,,single,,"Administrator, Civil Service",SQL,Tableau,2,Hicks LLC
918,Julie Evans,,,149787,Unknown,Yes,,Scottmouth,Singapore,False,M,431.662.6352x43561,,married,,Plant breeder/geneticist,Excel,PowerBI,2,Barton Ltd
919,Bruce Fuller,,,10230,C,No,,East Angelaville,Colombia,False,,001-821-286-9365x51534,geraldlutz@simon-brown.org,,,Gaffer,Python,R,1,"Jones, Murray and Webb"
920,Anthony Bennett,22,2023-10-04,108184,C,Yes,,New Thomas,Hong Kong,False,Other,(966)661-2490,,single,freelancer,Medical laboratory scientific officer,Other,Other,0,
921,Amanda Carter,,2023-11-09,71247,A,,003,Seanburgh,Swaziland,True,,5730949945,,married,employed,Music therapist,SQL,R,4,Suarez-Martin
922,Robert Petersen,,2023-12-23,125084,B,No,,East Anthonyborough,Bangladesh,True,F,001-245-660-6397x06986,,single,,Child psychotherapist,Excel,R,6,
923,David Harding,,,75853,Unknown,No,003,Charlesland,Samoa,,,(399)624-7526x17624,,,unemployed,"Nurse, mental health",Python,R,8,
924,Kathleen Baxter,,2024-02-05,122931,B,No,,Jillianburgh,Botswana,True,M,001-861-256-8430x4334,edward43@yahoo.com,single,unemployed,Energy manager,Excel,Tableau,5,
925,Elizabeth Leonard,,2023-07-28,24768,A,Yes,,Turnerhaven,Poland,,,+1-630-316-2611x33545,deannewman@richard.com,married,,Diagnostic radiographer,Other,R,10,
926,Dale Rose,57,2025-05-05,57303,B,No,001,Gregstad,Mauritania,True,M,001-021-193-4850x393,,married,unemployed,Sub,Excel,PowerBI,6,Medina-Bradley
927,Anita Knox,,2024-01-07,56720,Unknown,,,Georgeland,Gibraltar,False,,+1-005-136-4956x689,,single,,Sub,SQL,Other,0,
928,Carol Freeman,29,2022-12-28,147081,A,Yes,,Smithshire,Faroe Islands,True,F,(450)789-4554,mwhite@brown.info,,unemployed,"Buyer, retail",SQL,Other,10,
929,Bryan Duncan,,,79816,A,Yes,003,West Christine,Kazakhstan,,F,+1-887-822-4107x914,,single,freelancer,Lexicographer,Python,Tableau,1,
930,Karen Sandoval,,2022-07-28,20834,Unknown,Yes,,Bridgesside,Canada,,M,210-597-4047,,single,freelancer,"Engineer, electrical",Other,R,10,
931,Mary Jones,61,,88640,Unknown,No,,Brandyshire,Mauritania,,Other,585-381-6328,,,,Copy,Python,Other,3,
932,Joshua Owens,55,2025-06-01,112408,Unknown,No,003,West Michael,Guam,,,+1-963-734-1413x03205,,,unemployed,Garment/textile technologist,SQL,Other,6,
933,Alicia Gonzalez,,,44160,Unknown,No,001,West Bradleyfort,Heard Island and McDonald Islands,,F,0946877613,timothy50@yahoo.com,married,unemployed,"Buyer, retail",Excel,PowerBI,6,Gardner and Sons
934,Shelley Le,,2022-12-11,135370,Unknown,No,003,Grosschester,Seychelles,,F,001-886-944-4408x020,samuel73@gmail.com,,,Dispensing optician,Other,Other,6,
935,Kayla Davis,,2022-07-17,32790,B,No,,Lake Susan,Turks and Caicos Islands,,,209-825-8123x1784,,married,unemployed,"Engineer, aeronautical",Other,Other,3,"Wright, Brown and Davis"
936,Cheryl Faulkner,49,2024-03-15,93756,B,,abc,New Brittanyport,Yemen,True,,(315)429-0632x820,uevans@gmail.com,,freelancer,Chiropractor,Python,Tableau,5,
937,David Peterson,48,2025-06-02,114314,A,No,003,East Joshua,Bangladesh,False,Other,+1-800-866-3261x25559,,,freelancer,Data scientist,Other,R,9,Hammond-Hendricks
938,Steven Allen,62,2024-08-26,65011,A,No,abc,New Allen,Dominica,,M,308.010.4763x885,,single,,Fine artist,SQL,Other,5,
939,Cole Knox,,,74732,B,No,abc,Melissafort,Norway,False,Other,001-270-192-2971x80233,,married,freelancer,"Librarian, public",Excel,Other,3,
940,Austin Russell,58,2022-08-31,131498,Unknown,No,003,Port Holly,French Guiana,,,874-866-0136x7850,,married,unemployed,Higher education lecturer,Other,Other,1,Black-Collins
941,Megan Taylor,64,2023-07-05,137154,B,No,abc,West Jesse,Spain,,M,(114)127-9792,,,unemployed,Editorial assistant,SQL,R,0,
942,Gregory Farley,,,126881,C,No,,Andersonhaven,Guatemala,,,+1-308-770-8055,dwoodward@gmail.com,,freelancer,Therapeutic radiographer,Excel,R,7,Yoder-Anderson
943,Chase Porter,,,47703,C,No,001,Schmidtbury,Bouvet Island (Bouvetoya),True,M,+1-005-826-2743x022,,,freelancer,Broadcast engineer,SQL,R,6,
944,Allison Holmes,,,108687,C,No,,Erinberg,Namibia,True,Other,254.873.2344x68756,,single,,Firefighter,Excel,Tableau,7,
945,Kathryn Larson,22,2022-06-05,47829,A,Yes,003,Kington,Romania,,Other,+1-114-424-9807x18885,vwaters@baker-massey.com,,freelancer,Tax inspector,Excel,Other,6,
946,Sean Maldonado,,,108806,C,,001,Port Deborah,Lao People's Democratic Republic,False,,627.858.3908,kylepotts@butler.com,single,freelancer,Charity officer,SQL,Tableau,0,
947,David Mathis,,2025-01-20,64118,Unknown,Yes,001,Khanshire,Denmark,False,F,(247)609-9383,juan49@soto-smith.info,married,,Biomedical engineer,Python,R,6,
948,Timothy Martin,,2024-02-12,80927,Unknown,Yes,,South Eddie,Benin,,,(357)404-7085,josephburns@price.net,single,unemployed,"Teacher, primary school",Other,PowerBI,3,
949,David George,,2024-12-27,26135,C,,002,Laurenmouth,Tanzania,,F,385.572.3440,thomasmark@gmail.com,single,,Archaeologist,Python,R,8,"Bradley, Chang and Gay"
950,Melanie King,,2022-09-12,72181,C,No,003,Wongtown,Congo,,,+1-753-979-9830,diazanthony@yahoo.com,,,Osteopath,Excel,Other,9,
951,Nicole Weber,,,34541,A,Yes,001,Millertown,Seychelles,False,F,951-452-6451x9290,,,unemployed,Chartered management accountant,Other,R,5,Stephenson-Spencer
952,Sherri Walter,,2024-04-16,71147,A,,001,North Shane,Mayotte,,M,774.481.9215,emily76@gmail.com,married,freelancer,Building control surveyor,SQL,Other,6,
953,Lori Rodriguez,,,48321,Unknown,No,,Lake Michaelchester,Dominica,,F,511.514.3199x5840,melissa06@bell.com,single,employed,Aid worker,Excel,Other,0,
954,Robert Gomez,35,2024-04-22,46808,B,Yes,003,Dianeborough,Ukraine,False,F,(756)966-0728,,,employed,Psychiatric nurse,Python,Other,10,
955,Paul Torres,37,2024-04-28,73871,Unknown,No,001,Jamesview,Turks and Caicos Islands,True,,(706)223-4050x0834,millerdeborah@hutchinson.com,single,employed,Marketing executive,Excel,Tableau,7,
956,Jeffrey Henry,,2022-07-27,130757,B,No,002,Whitakermouth,Bahamas,True,,415-317-5939,,,employed,Trade union research officer,Excel,Other,6,Harris-Chandler
957,Amanda Johnson,44,2023-01-10,16543,B,Yes,,New Heather,Greece,,,001-139-509-6737x49069,wwatts@doyle-porter.com,,employed,Office manager,Python,Tableau,3,
958,Jasmine Chen,46,2024-11-28,119122,Unknown,No,002,Lopezport,Turkey,True,Other,(416)363-5821x854,,single,,Hydrogeologist,Python,Other,7,
959,Chad Clark,,2023-07-01,146758,C,No,,Blakeshire,Somalia,,,270.429.6606,johnsonroy@hotmail.com,,freelancer,Visual merchandiser,Other,R,4,
960,Michael Chan,,,118170,B,,003,New Emilyton,Slovenia,False,Other,7529337874,,,,Retail buyer,Other,Tableau,0,Smith-Neal
961,Steven Porter,,2024-02-10,146613,C,,002,Brightland,Heard Island and McDonald Islands,False,,001-342-526-7518x01769,eric31@gmail.com,,employed,"Designer, graphic",Other,Other,0,
962,Walter Ortega,,2024-02-21,149296,C,No,,Cannonborough,Egypt,,,+1-945-747-6611x7972,lauren78@hotmail.com,,freelancer,Sales executive,Other,Other,8,
963,Allison Winters,43,,111954,B,No,,Craigburgh,Faroe Islands,,F,763-141-8825,,married,employed,"Psychologist, counselling",Other,PowerBI,7,
964,Carol Russo,,2025-02-04,111461,B,No,,Lake Rita,Netherlands,True,F,147.175.4599x3538,cassandraoneill@wilson.com,single,employed,Farm manager,Python,PowerBI,3,
965,Lisa Bryant,61,2022-12-27,36182,Unknown,No,,Barbaraside,Nauru,,M,(302)115-1124,,,freelancer,Information officer,Other,R,3,Maldonado-Travis
966,Russell Smith,,,15977,Unknown,Yes,abc,Peggyhaven,Belgium,,Other,(910)407-9063x7030,brewerdaniel@hotmail.com,,,"Engineer, manufacturing systems",Other,Other,1,"Dixon, Burns and Thomas"
967,Alejandro Lewis,,,133531,A,Yes,001,Jenniferville,Dominican Republic,,M,(916)271-1536,,,,"Nurse, children's",Excel,PowerBI,3,
968,Maurice Boyle,,2024-05-08,93442,A,,abc,West Keithport,Greenland,True,Other,(477)583-9560x116,,,unemployed,Technical author,Other,Other,1,
969,Nicholas Lee,61,,12401,Unknown,No,001,South Douglas,Benin,False,,677-138-2329x533,,,,Jewellery designer,Excel,R,9,
970,Katherine Peck,,,123417,B,No,001,West Carl,Kiribati,,,610.191.5947x55535,,,employed,Set designer,SQL,PowerBI,3,Lee-Smith
971,Erik Collins,49,2022-11-26,51302,Unknown,Yes,003,Rosarioburgh,Germany,False,F,107-412-8320x1111,,,unemployed,Software engineer,Other,PowerBI,1,
972,Sara Davis,26,,119844,Unknown,No,,Port Brandi,Saint Vincent and the Grenadines,,M,(007)748-1716,,,,Gaffer,Excel,Other,7,
973,Joseph Jackson,,,22547,B,Yes,003,Darleneville,Nepal,,,+1-319-123-1335x58490,,married,unemployed,Environmental education officer,Excel,PowerBI,2,
974,Alexandra Smith,54,2024-08-30,148109,C,,003,West Jeffrey,Mexico,,M,693-359-4142,,married,,Advertising account executive,Other,PowerBI,8,
975,Linda Peck,32,2022-10-03,107422,A,No,001,Carlosview,Maldives,True,M,555.534.1254,,,,Operational researcher,Other,PowerBI,4,
976,Jo Olson,38,,54457,Unknown,No,abc,West Jerrytown,Macao,False,M,001-416-584-0798x70193,batesanthony@yahoo.com,,,Chartered management accountant,Other,PowerBI,2,
977,Sharon Anderson,,2023-06-07,22824,Unknown,,001,Camposton,Burkina Faso,False,F,001-865-825-3693x746,,,freelancer,Art gallery manager,SQL,R,6,
978,Andrew Rodriguez,45,2023-10-26,12252,A,No,abc,West Amanda,Palau,,,001-727-145-1835x209,amanda46@carter-carter.com,married,,Forensic psychologist,Other,Other,6,
979,Madeline Parker,58,2025-02-20,80399,Unknown,Yes,abc,South Billy,Luxembourg,True,,707-210-6631,whiteamanda@gmail.com,single,unemployed,Technical author,Excel,R,4,"White, Townsend and Jimenez"
980,Michael Watkins,,2023-07-17,145323,C,Yes,abc,North Rachel,Northern Mariana Islands,,,001-458-302-7278x0582,,married,,"Therapist, music",Python,PowerBI,7,"Boyd, Roth and White"
981,Deborah Ferguson,,,70953,B,Yes,003,North Matthewmouth,Mali,False,Other,971.010.9017x8165,,married,,Soil scientist,SQL,R,4,
982,Dr. Angela Adams DVM,,,116109,A,,002,New Lauramouth,Aruba,,F,142-465-1855x443,,,,Advertising account planner,Other,R,3,Hernandez-French
983,Jeffrey Higgins,,2023-01-24,81404,A,No,,Pamelafurt,Zambia,,F,001-986-012-6994x11171,,,freelancer,Product designer,SQL,Other,7,
984,Richard Garcia,,,43362,B,,001,Williamtown,Afghanistan,,M,932.285.6992x61663,,,employed,Forest/woodland manager,Excel,Tableau,4,Estrada-Berry
985,Colton Chandler,,,138986,Unknown,No,003,Brendashire,Canada,True,,591.064.9546x536,,,,"Conservation officer, historic buildings",Excel,Other,6,Johnson-Padilla
986,Michael Gomez,38,2023-04-01,99721,A,Yes,001,Jasonstad,India,,M,345.694.5392x7312,,,unemployed,Product manager,Excel,Other,3,
987,Elizabeth Jones,,2024-06-29,93501,B,Yes,abc,North Jennifer,Czech Republic,False,F,(713)567-0979x46689,usims@yahoo.com,,,Control and instrumentation engineer,Python,Tableau,2,
